AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes
7600 196th St SW	Lynnwood		WA	US	98036	47.82153	-122.33741	(206) 555-0105	False	True	900	2400
11755 S Dixie Hwy	Miami		FL	US	33156	25.66241	-80.32554	(239) 555-0194	False	True	800	2200
4315 NW 7th St	Miami		FL	US	33126	25.77859	-80.26621	(239) 555-0113	False	True	800	2200
17625 SR-99	Lynnwood		WA	US	98037	47.83872	-122.29975	(206) 555-0159	True	True	1000	2000
9803 19th Ave SE	Everett		WA	US	98208	47.90784	-122.20713	(206) 555-0158	False	True	700	1800
1871 Wells Rd	Orange Park		FL	US	32073	30.18687	-81.73668	(239) 555-0128	True	True	700	1800
8921 Evergreen Way	Everett		WA	US	98208	47.91749	-122.23199	(206) 555-0143	False	False	600	2300
8490 Mukilteo Speedway	Mukilteo		WA	US	98275	47.91942	-122.30003	(206) 555-0167	False	False	700	1800
8221 Mukilteo Speedway	Mukilteo		WA	US	98275	47.9224	-122.30035	(206) 555-0167	False	True	800	2200
8306 Mukilteo Speedway	Mukilteo		WA	US	98275	47.92316	-122.30012	(206) 555-0152	True	True	700	1800
928 Avenue D	Snohomish		WA	US	98290	47.92361	-122.09783	(206) 555-0125	False	False	700	1800
1431 Avenue D	Snohomish		WA	US	98290	47.92769	-122.09893	(206) 555-0198	False	True	800	2200
315 Lincoln Ave	Mukilteo		WA	US	98275	47.94575	-122.30317	(206) 555-0170	True	True	700	1800
204 Lincoln Ave	Mukilteo		WA	US	98275	47.94645	-122.30363	(206) 555-0165	False	False	700	1800
5030 Evergreen Way	Everett		WA	US	98203	47.95132	-122.21393	(206) 555-0173	False	True	800	2200
3121 Broadway	Everett		WA	US	98201	47.97572	-122.20153	(206) 555-0175	True	True	900	2400
2930 Colby Ave	Everett		WA	US	98201	47.97833	-122.20846	(206) 555-0133	False	False	600	2300
1620 W Marine View Dr	Everett		WA	US	98201	47.99702	-122.21371	(206) 555-0167	False	True	700	1800
341 N Main St	West Hartford		CT	US	06117	41.78312	-72.74647	(203) 555-0191	False	True	800	2200
10391 St Augustine Rd	Jacksonville		FL	US	32257	30.18879	-81.60821	(239) 555-0116	False	True	800	2200
333 N Main St	West Hartford		CT	US	06117	41.78316	-72.74647	(203) 555-0150	True	True	730	2330
970 Upper James St	Hamilton		ON	CA		43.22401	-79.88355	(226) 555-0191	False	True	800	2200
2815 Barton St E	Hamilton		ON	CA		43.23257	-79.74114	(226) 555-0152	False	True	700	1800
612 Upper James St	Hamilton		ON	CA		43.23789	-79.87758	(226) 555-0143	False	False	730	2330
165 Jackson St E	Hamilton		ON	CA		43.25264	-79.86339	(226) 555-0149	False	False	900	2400
92 Jackson St E	Hamilton		ON	CA		43.2537	-79.86647	(226) 555-0116	False	True	800	2200
150 King St E	Hamilton		ON	CA		43.25538	-79.86477	(226) 555-0197	False	True	700	1800
6050 Youngerman Circle	Jacksonville		FL	US	32244	30.19402	-81.74117	(239) 555-0141	False	False	600	2300
629 Barton St E	Hamilton		ON	CA		43.25693	-79.83844	(226) 555-0111	True	False	700	1800
525 Barton St E	Hamilton		ON	CA		43.25816	-79.84295	(226) 555-0146	False	True	800	2200
20 Hess St S	Hamilton		ON	CA		43.25852	-79.87744	(226) 555-0141	False	False	1000	2000
824 King St W	Hamilton		ON	CA		43.26237	-79.8986	(226) 555-0189	False	False	700	1800
10111 San Jose Blvd	Jacksonville		FL	US	32257	30.19512	-81.6232	(239) 555-0176	False	True	800	2200
224 James St N	Hamilton		ON	CA		43.26307	-79.8664	(226) 555-0138	False	True	900	2400
14 Station Rd	Bellport		NY	US	11713	40.75846	-72.93946	(212) 555-0107	False	False	800	2200
2101 Old Lakeshore Rd	Burlington		ON	CA		43.32585	-79.79197	(226) 555-0162	True	True	730	2330
900 Maple Ave	Burlington		ON	CA		43.32797	-79.81947	(226) 555-0168	True	True	1000	2000
754 Bronte Rd	Oakville		ON	CA		43.408	-79.73802	(226) 555-0145	False	False	800	2200
151 Lakeshore Rd E	Oakville		ON	CA		43.4443	-79.6696	(226) 555-0139	False	False	700	1800
149 Lakeshore Rd E	Oakville		ON	CA		43.44432	-79.66958	(226) 555-0129	False	True	800	2200
305 Lakeshore Rd E	Oakville		ON	CA		43.44763	-79.66606	(226) 555-0169	False	True	800	2200
9802 Baymeadows Rd	Jacksonville		FL	US	32256	30.21889	-81.55497	(239) 555-0116	False	False	700	1800
1011 Upper Middle Rd E	Oakville		ON	CA		43.48434	-79.69133	(226) 555-0134	True	True	900	2400
1900 Lakeshore Rd W	Mississauga		ON	CA		43.51613	-79.62461	(226) 555-0142	False	False	700	1800
3051 Vega Blvd	Mississauga		ON	CA		43.51626	-79.69035	(226) 555-0119	False	True	800	2200
1715 Lakeshore Rd W	Mississauga		ON	CA		43.51844	-79.62175	(226) 555-0182	False	False	900	2400
1731 Lakeshore Rd W	Mississauga		ON	CA		43.51865	-79.62152	(226) 555-0165	True	True	700	1800
5100 Erin Mills Pkwy	Mississauga		ON	CA		43.55967	-79.70757	(226) 555-0174	False	True	800	2200
380 Lakeshore Rd E	Mississauga		ON	CA		43.56406	-79.57266	(226) 555-0184	False	False	700	1800
865 Collins Ave	Miami Beach		FL	US	33139	25.77861	-80.13223	(239) 555-0147	True	True	1000	2000
1149 Lakeshore Rd E	Mississauga		ON	CA		43.57898	-79.55631	(226) 555-0118	False	True	600	2300
1381 Lakeshore Rd E	Mississauga		ON	CA		43.58466	-79.55029	(226) 555-0127	True	True	900	2400
350 Burnhamthorpe Rd W	Mississauga		ON	CA		43.58631	-79.64393	(226) 555-0102	False	False	700	1800
50 Burnhamthorpe Rd W	Mississauga		ON	CA		43.59196	-79.63741	(226) 555-0194	False	True	800	2200
3423 Lake Shore Blvd W	Toronto		ON	CA		43.59539	-79.52886	(226) 555-0141	False	False	700	1800
680 Silver Creek Blvd	Mississauga		ON	CA		43.5963	-79.6042	(226) 555-0178	False	True	800	2200
6501 Mississauga Rd	Mississauga		ON	CA		43.59726	-79.7355	(226) 555-0157	True	True	700	1800
1201 Britannia Rd W	Mississauga		ON	CA		43.60099	-79.70794	(226) 555-0136	False	False	600	2300
25 The West Mall	Toronto		ON	CA		43.60978	-79.56104	(226) 555-0170	False	True	700	1800
925 Rathburn Rd E	Mississauga		ON	CA		43.6155	-79.61673	(226) 555-0129	False	False	800	2200
49 Matheson Blvd E	Mississauga		ON	CA		43.62083	-79.66851	(226) 555-0199	False	False	600	2300
4141 Dixie Rd	Mississauga		ON	CA		43.62367	-79.60425	(226) 555-0126	True	True	700	1800
759 The Queensway	Toronto		ON	CA		43.62595	-79.50371	(226) 555-0102	True	True	700	1800
751 The Queensway	Toronto		ON	CA		43.62596	-79.50365	(226) 555-0162	False	False	1000	2000
690 The Queensway	Toronto		ON	CA		43.62723	-79.49913	(226) 555-0102	False	True	800	2200
1275 Eglinton Ave E	Mississauga		ON	CA		43.63432	-79.62212	(226) 555-0110	True	True	600	2300
1068 Islington Ave	Toronto		ON	CA		43.63504	-79.51932	(226) 555-0115	False	False	900	2400
5130 Dixie Rd	Mississauga		ON	CA		43.63643	-79.62179	(226) 555-0129	True	True	1000	2000
5164 Dundas St W	Toronto		ON	CA		43.64289	-79.534	(226) 555-0156	False	False	700	1800
720 King St W	Toronto		ON	CA		43.64379	-79.40384	(226) 555-0192	False	True	800	2200
5112 Dundas St W	Toronto		ON	CA		43.64433	-79.53259	(226) 555-0167	False	True	700	1800
4660 Salisbury Rd	Jacksonville		FL	US	32256	30.24881	-81.5889	(239) 555-0102	False	False	700	1800
143 Chase Ave	Waterbury		CT	US	06704	41.58076	-73.03284	(203) 555-0131	False	True	800	2200
65 Front St W	Toronto		ON	CA		43.6455	-79.38038	(226) 555-0159	False	True	800	2200
365 King St W	Toronto		ON	CA		43.6458	-79.39281	(226) 555-0165	False	True	800	2200
335 King St W	Toronto		ON	CA		43.64606	-79.39159	(226) 555-0154	False	False	700	1800
6943 Old St Augustine Rd	Jacksonville		FL	US	32217	30.25129	-81.62617	(239) 555-0189	False	False	800	2200
319 King St W	Toronto		ON	CA		43.64627	-79.39064	(226) 555-0148	False	True	800	2200
720 Queen St W	Toronto		ON	CA		43.64629	-79.40911	(226) 555-0190	False	True	700	1800
297 King St W	Toronto		ON	CA		43.64634	-79.39032	(226) 555-0128	False	False	900	2400
295 King St W	Toronto		ON	CA		43.64635	-79.39029	(226) 555-0137	False	True	800	2200
200 Bay St	Toronto		ON	CA		43.6464	-79.37917	(226) 555-0106	False	True	700	1800
77 Lower Jarvis St	Toronto		ON	CA		43.64687	-79.37052	(226) 555-0144	False	True	800	2200
3080 Bloor St W	Toronto		ON	CA		43.64688	-79.51404	(226) 555-0165	True	True	600	2300
3078 Bloor St W	Toronto		ON	CA		43.64688	-79.51402	(226) 555-0127	False	False	700	1800
54 The Esplanade	Toronto		ON	CA		43.64699	-79.37415	(226) 555-0158	False	True	800	2200
214 King St W	Toronto		ON	CA		43.6474	-79.38662	(226) 555-0188	False	True	800	2200
1243 Islington Ave	Toronto		ON	CA		43.64741	-79.52475	(226) 555-0172	False	True	900	2400
534 Queen St W	Toronto		ON	CA		43.64759	-79.40264	(226) 555-0162	False	False	700	1800
4941 Dundas St W	Toronto		ON	CA		43.64772	-79.52985	(226) 555-0190	True	True	700	1800
512 Queen St W	Toronto		ON	CA		43.64779	-79.40169	(226) 555-0123	False	False	600	2300
2982 Bloor St W	Toronto		ON	CA		43.64786	-79.50961	(226) 555-0121	True	True	700	1800
33 Montauk Hwy	Blue Point		NY	US	11715	40.75292	-73.03938	(212) 555-0179	False	True	700	1800
254 Adelaide St W	Toronto		ON	CA		43.64817	-79.38938	(226) 555-0115	False	True	800	2200
40 Wellington St E	Toronto		ON	CA		43.64853	-79.37478	(226) 555-0191	False	False	700	1800
1003 Barton Springs Rd	Austin		TX	US	78704	30.25999	-97.75454	(210) 555-0171	False	True	800	2200
20 Victoria St	Toronto		ON	CA		43.65028	-79.37698	(226) 555-0136	False	False	600	2300
1500 Barton Springs Rd	Austin		TX	US	78704	30.26155	-97.76047	(210) 555-0153	False	True	700	1800
2263 Bloor St W	Toronto		ON	CA		43.65063	-79.47792	(226) 555-0157	False	True	600	2300
2253 Bloor St W	Toronto		ON	CA		43.65065	-79.47783	(226) 555-0170	False	False	700	1800
193 King St E	Toronto		ON	CA		43.65071	-79.37015	(226) 555-0175	False	True	800	2200
460 Renforth Dr	Toronto		ON	CA		43.65083	-79.5792	(226) 555-0135	False	True	700	1800
4800 Dundas St W	Toronto		ON	CA		43.65111	-79.52641	(226) 555-0115	False	True	800	2200
6350 Tomken Rd	Mississauga		ON	CA		43.65117	-79.66529	(226) 555-0198	True	True	700	1800
97 Church St	Toronto		ON	CA		43.65208	-79.37546	(226) 555-0130	False	False	700	1800
106 Victoria St	Toronto		ON	CA		43.65237	-79.37784	(226) 555-0134	False	False	800	2200
834 Ocean Dr	Miami Beach		FL	US	33139	25.77862	-80.13092	(239) 555-0126	False	False	700	1800
4740 Dundas St W	Toronto		ON	CA		43.6527	-79.52498	(226) 555-0186	False	False	600	2300
71 McCaul St	Toronto		ON	CA		43.65377	-79.39134	(226) 555-0150	False	False	700	1800
797 College St	Toronto		ON	CA		43.65466	-79.42083	(226) 555-0170	False	True	800	2200
637 College St	Toronto		ON	CA		43.65484	-79.41504	(226) 555-0172	False	True	600	2300
656 College St	Toronto		ON	CA		43.6549	-79.41617	(226) 555-0144	False	True	800	2200
318 Wynn Ln	Port Jefferson		NY	US	11777	40.94461	-73.06796	(212) 555-0172	False	True	800	2200
602 College St	Toronto		ON	CA		43.6552	-79.41445	(226) 555-0145	False	True	800	2200
720 College St	Toronto		ON	CA		43.65533	-79.41875	(226) 555-0181	True	True	700	1800
671 College St	Toronto		ON	CA		43.65534	-79.41761	(226) 555-0132	False	True	800	2200
594 College St	Toronto		ON	CA		43.65541	-79.41347	(226) 555-0158	False	False	700	1800
584 College St	Toronto		ON	CA		43.65544	-79.4133	(226) 555-0135	False	False	800	2200
600 The East Mall	Toronto		ON	CA		43.65552	-79.56443	(226) 555-0113	False	False	1000	2000
558 College St	Toronto		ON	CA		43.65569	-79.41208	(226) 555-0132	False	True	800	2200
517 Queen St E	Toronto		ON	CA		43.65705	-79.35729	(226) 555-0113	True	True	700	1800
374 College St	Toronto		ON	CA		43.65716	-79.40485	(226) 555-0178	False	True	800	2200
356 College St	Toronto		ON	CA		43.65728	-79.40427	(226) 555-0137	False	True	900	2400
35 Elm St	Toronto		ON	CA		43.65741	-79.3832	(226) 555-0174	False	False	600	2300
237 Dundas St E	Toronto		ON	CA		43.65779	-79.37282	(226) 555-0163	False	True	1000	2000
200 County Court Blvd	Brampton		ON	CA		43.65904	-79.72308	(226) 555-0167	False	True	800	2200
2560 Matheson Blvd E	Mississauga		ON	CA		43.6591	-79.60235	(226) 555-0199	True	True	600	2300
1415 Bonhill Rd	Mississauga		ON	CA		43.66052	-79.65106	(226) 555-0176	False	False	900	2400
918 Congress Ave	Austin		TX	US	78701	30.27143	-97.74131	(210) 555-0157	False	True	800	2200
195 Carlton St	Toronto		ON	CA		43.66352	-79.37086	(226) 555-0184	False	False	800	2200
591 Markham St	Toronto		ON	CA		43.66428	-79.41231	(226) 555-0188	False	True	800	2200
587 Yonge St	Toronto		ON	CA		43.66594	-79.38499	(226) 555-0128	True	True	700	1800
504 Jarvis St	Toronto		ON	CA		43.66765	-79.37878	(226) 555-0135	False	False	700	1800
150 Bloor St W	Toronto		ON	CA		43.6691	-79.39288	(226) 555-0119	False	True	700	1800
37 Prince Arthur Ave	Toronto		ON	CA		43.66937	-79.39663	(226) 555-0145	False	False	900	2400
17 Hayden St	Toronto		ON	CA		43.66953	-79.38512	(226) 555-0172	True	True	730	2330
55 Bloor St W	Toronto		ON	CA		43.66969	-79.3887	(226) 555-0178	False	False	800	2200
640 Church St	Toronto		ON	CA		43.66979	-79.3825	(226) 555-0158	True	False	700	1800
1968 Queen St E	Toronto		ON	CA		43.66982	-79.30146	(226) 555-0101	False	False	700	1800
1970 Queen St E	Toronto		ON	CA		43.66983	-79.30143	(226) 555-0197	False	True	800	2200
2 Bloor St W	Toronto		ON	CA		43.67022	-79.3874	(226) 555-0120	False	True	800	2200
148 Yorkville Ave	Toronto		ON	CA		43.67069	-79.39384	(226) 555-0178	False	False	700	1800
75 Yorkville Ave	Toronto		ON	CA		43.67105	-79.39102	(226) 555-0145	False	True	800	2200
29 Yorkville Ave	Toronto		ON	CA		43.67146	-79.38907	(226) 555-0188	True	True	700	1800
934 Manning Ave	Toronto		ON	CA		43.67178	-79.41884	(226) 555-0192	False	False	600	2300
1078 Bathurst St	Toronto		ON	CA		43.67281	-79.4141	(226) 555-0147	True	True	700	1800
170 Post Rd	Fairfield		CT	US	06430	41.15161	-73.2399	(203) 555-0180	False	False	900	2400
2318 Queen St E	Toronto		ON	CA		43.67364	-79.28327	(226) 555-0178	False	False	700	1800
1703 St Clair Ave W	Toronto		ON	CA		43.67421	-79.4593	(226) 555-0186	False	False	700	1800
1357 St Clair Ave W	Toronto		ON	CA		43.67611	-79.45077	(226) 555-0139	False	False	1000	2000
1317 St Clair Ave W	Toronto		ON	CA		43.67651	-79.44896	(226) 555-0174	True	True	700	1800
2348 Guadalupe St	Austin		TX	US	78705	30.28709	-97.74146	(210) 555-0168	False	False	700	1800
1256 St Clair Ave W	Toronto		ON	CA		43.67729	-79.44666	(226) 555-0196	False	False	600	2300
1224 St Clair Ave W	Toronto		ON	CA		43.67773	-79.44459	(226) 555-0124	True	True	900	2400
1182 St Clair Ave W	Toronto		ON	CA		43.6779	-79.44384	(226) 555-0153	False	False	700	1800
1406 Beach Blvd	Jacksonville Beach		FL	US	32250	30.28815	-81.40517	(239) 555-0132	False	True	800	2200
992 St Clair Ave W	Toronto		ON	CA		43.67941	-79.43706	(226) 555-0141	False	True	800	2200
924 Kingston Rd	Toronto		ON	CA		43.68049	-79.28878	(226) 555-0177	False	False	700	1800
760 St Clair Ave W	Toronto		ON	CA		43.68128	-79.42834	(226) 555-0153	True	False	700	1800
3340 Park Ave	Wantagh		NY	US	11793	40.67367	-73.50888	(212) 555-0185	False	False	600	2300
520 S Broadway	Hicksville		NY	US	11801	40.75527	-73.50888	(212) 555-0118	False	False	800	2200
50 Queen St W	Brampton		ON	CA		43.6843	-79.76145	(226) 555-0137	False	True	800	2200
14185 Beach Blvd	Jacksonville Beach		FL	US	32250	30.28821	-81.44361	(239) 555-0163	False	True	700	1800
14 Nelson St W	Brampton		ON	CA		43.68645	-79.76216	(226) 555-0121	False	True	800	2200
1404 Yonge St	Toronto		ON	CA		43.68669	-79.39334	(226) 555-0138	False	False	700	1800
21 Queen St E	Brampton		ON	CA		43.68675	-79.75918	(226) 555-0112	False	True	800	2200
1378 Yonge St	Toronto		ON	CA		43.68692	-79.39344	(226) 555-0159	True	True	700	1800
8 Nelson St E	Brampton		ON	CA		43.68777	-79.76143	(226) 555-0184	False	True	800	2200
976 Pape Ave	Toronto		ON	CA		43.68812	-79.34819	(226) 555-0152	False	True	700	1800
4128 Herschel St	Jacksonville		FL	US	32210	30.28827	-81.71329	(239) 555-0116	False	False	900	2400
390 Spadina Rd	Toronto		ON	CA		43.68836	-79.41249	(226) 555-0195	False	False	600	2300
262 Carlingview Dr	Toronto		ON	CA		43.68862	-79.59628	(226) 555-0159	False	True	800	2200
324 Lonsdale Rd	Toronto		ON	CA		43.68903	-79.41149	(226) 555-0182	False	True	700	1800
85 Kennedy Rd S	Brampton		ON	CA		43.68914	-79.74056	(226) 555-0133	False	False	800	2200
1560 Yonge St	Toronto		ON	CA		43.68947	-79.39456	(226) 555-0107	True	False	600	2300
1161 Beach Blvd	Jacksonville Beach		FL	US	32250	30.28842	-81.40206	(239) 555-0172	False	True	800	2200
488 Cosburn Ave	Toronto		ON	CA		43.69301	-79.33378	(226) 555-0152	True	True	1000	2000
2244 Eglinton Ave W	Toronto		ON	CA		43.69306	-79.46257	(226) 555-0169	False	False	700	1800
7111 Fir Tree Dr	Mississauga		ON	CA		43.69331	-79.66119	(226) 555-0147	False	True	800	2200
1952 Eglinton Ave W	Toronto		ON	CA		43.69504	-79.45371	(226) 555-0186	False	False	600	2300
3 Charles St	Brampton		ON	CA		43.69573	-79.7519	(226) 555-0117	False	True	800	2200
1610 Eglinton Ave W	Toronto		ON	CA		43.69724	-79.44361	(226) 555-0151	False	True	800	2200
7544 Beach Blvd	Jacksonville		FL	US	32216	30.28908	-81.58286	(239) 555-0158	False	True	700	1800
965 Coxwell Ave	Toronto		ON	CA		43.6974	-79.32946	(226) 555-0157	True	True	600	2300
228 Merton St	Toronto		ON	CA		43.69756	-79.38986	(226) 555-0155	False	False	900	2400
485 Main St N	Brampton		ON	CA		43.6981	-79.77619	(226) 555-0177	False	True	800	2200
9 Imperial St	Toronto		ON	CA		43.6995	-79.3975	(226) 555-0118	True	True	700	1800
999 Eglinton Ave W	Toronto		ON	CA		43.69961	-79.43137	(226) 555-0154	False	False	700	1800
1973 Yonge St	Toronto		ON	CA		43.70004	-79.39713	(226) 555-0162	False	False	700	1800
263 Queen St E	Brampton		ON	CA		43.70005	-79.74467	(226) 555-0109	False	True	800	2200
1028 Eglinton Ave W	Toronto		ON	CA		43.7001	-79.43026	(226) 555-0101	False	True	700	1800
3333 Beach Blvd	Jacksonville		FL	US	32207	30.30348	-81.63052	(239) 555-0102	False	False	600	2300
1000 Eglinton Ave W	Toronto		ON	CA		43.70027	-79.42946	(226) 555-0108	False	False	600	2300
1995 Yonge St	Toronto		ON	CA		43.70053	-79.39724	(226) 555-0149	False	False	1000	2000
2035 Yonge St	Toronto		ON	CA		43.70139	-79.39741	(226) 555-0180	False	True	800	2200
6415 Northwest Dr	Mississauga		ON	CA		43.70174	-79.61984	(226) 555-0103	True	True	600	2300
523 Mt Pleasant Rd	Toronto		ON	CA		43.70197	-79.38775	(226) 555-0172	False	False	700	1800
2063 Yonge St	Toronto		ON	CA		43.70203	-79.39754	(226) 555-0195	False	True	800	2200
2070 Yonge St	Toronto		ON	CA		43.70223	-79.39734	(226) 555-0155	False	False	700	1800
2644 Atlantic Blvd	Jacksonville		FL	US	32207	30.30558	-81.63629	(239) 555-0108	False	False	800	2200
124 Belfield Rd	Toronto		ON	CA		43.70234	-79.57448	(226) 555-0127	False	True	800	2200
2075 Yonge St	Toronto		ON	CA		43.70304	-79.39774	(226) 555-0148	False	True	700	1800
502 Eglinton Ave W	Toronto		ON	CA		43.70367	-79.41355	(226) 555-0169	False	False	600	2300
7385 Torbram Rd	Mississauga		ON	CA		43.70372	-79.66582	(226) 555-0122	False	False	800	2200
2150 Yonge St	Toronto		ON	CA		43.70373	-79.39761	(226) 555-0114	True	False	700	1800
376 Eglinton Ave W	Toronto		ON	CA		43.70455	-79.40935	(226) 555-0118	False	False	700	1800
170 Hwy-7 W	Brampton		ON	CA		43.70534	-79.78721	(226) 555-0125	True	True	600	2300
1620 Bayview Ave	Toronto		ON	CA		43.70574	-79.37503	(226) 555-0156	False	True	800	2200
1566 Bayview Ave	Toronto		ON	CA		43.70647	-79.37532	(226) 555-0116	False	False	700	1800
55 Eglinton Ave E	Toronto		ON	CA		43.70704	-79.39623	(226) 555-0147	True	True	900	2400
804 O'Connor Dr	Toronto		ON	CA		43.70714	-79.31152	(226) 555-0136	False	False	700	1800
109 Eglinton Ave E	Toronto		ON	CA		43.70735	-79.39466	(226) 555-0178	False	True	800	2200
2373 Yonge St	Toronto		ON	CA		43.70928	-79.39903	(226) 555-0134	False	False	600	2300
1336 Rue Ste-Catherine E	Montréa		QC	CA		45.51963	-73.55489	(418) 555-0135	False	True	800	2200
6460 Rue Jean-Talon E	St-Léonar		QC	CA		45.59166	-73.5752	(418) 555-0184	True	True	700	1800
2405 Yonge St	Toronto		ON	CA		43.71029	-79.39927	(226) 555-0115	False	True	600	2300
2496 Kingston Rd	Toronto		ON	CA		43.7108	-79.24832	(226) 555-0177	False	False	1000	2000
2459 Yonge St	Toronto		ON	CA		43.71153	-79.39954	(226) 555-0143	False	False	700	1800
31 Melanie Dr	Brampton		ON	CA		43.71202	-79.68133	(226) 555-0155	False	False	730	2330
2622 Yonge St	Toronto		ON	CA		43.71519	-79.40006	(226) 555-0180	False	False	600	2300
3153 Dufferin St	Toronto		ON	CA		43.7171	-79.45551	(226) 555-0101	False	False	700	1800
3200 Dufferin St	Toronto		ON	CA		43.71994	-79.45592	(226) 555-0144	False	False	700	1800
1552 Avenue Rd	Toronto		ON	CA		43.72339	-79.41594	(226) 555-0178	False	False	900	2400
1566 Avenue Rd	Toronto		ON	CA		43.72426	-79.4163	(226) 555-0162	False	True	800	2200
2223 Jane St	Toronto		ON	CA		43.72445	-79.5096	(226) 555-0110	True	True	700	1800
3434 Bathurst St	Toronto		ON	CA		43.7276	-79.43154	(226) 555-0146	False	False	600	2300
3238 Yonge St	Toronto		ON	CA		43.72929	-79.40318	(226) 555-0199	False	True	800	2200
852 Wilson Ave	Toronto		ON	CA		43.73065	-79.46721	(226) 555-0178	False	True	800	2200
3616 Dufferin St	Toronto		ON	CA		43.7317	-79.45868	(226) 555-0108	False	False	1000	2000
10971 Kuralei Dr	Jacksonville		FL	US	32246	30.31649	-81.5162	(239) 555-0151	False	True	800	2200
628 Wilson Ave	Toronto		ON	CA		43.73207	-79.4606	(226) 555-0157	False	True	800	2200
3441 Yonge St	Toronto		ON	CA		43.73321	-79.40439	(226) 555-0163	True	True	700	1800
139 Devon Rd	Brampton		ON	CA		43.73336	-79.6799	(226) 555-0114	False	False	700	1800
1988 Avenue Rd	Toronto		ON	CA		43.73567	-79.4199	(226) 555-0138	False	True	700	1800
9025 Torbram Rd	Brampton		ON	CA		43.7357	-79.70919	(226) 555-0165	False	False	600	2300
260 Markham Rd	Toronto		ON	CA		43.74602	-79.21997	(226) 555-0106	True	False	600	2300
510 Deerhurst Dr	Brampton		ON	CA		43.75019	-79.67833	(226) 555-0185	False	True	800	2200
2300 Finch Ave W	Toronto		ON	CA		43.75253	-79.54033	(226) 555-0132	True	True	700	1800
2201 Finch Ave W	Toronto		ON	CA		43.75299	-79.53701	(226) 555-0115	False	False	700	1800
900 York Mills Rd	Toronto		ON	CA		43.75564	-79.34835	(226) 555-0196	False	True	700	1800
1841 Finch Ave W	Toronto		ON	CA		43.75774	-79.51418	(226) 555-0186	False	True	800	2200
111 Millwick Dr	Toronto		ON	CA		43.75877	-79.56089	(226) 555-0151	False	False	600	2300
66 Plunkett Rd	Toronto		ON	CA		43.75927	-79.5697	(226) 555-0119	False	True	800	2200
68 Millwick Dr	Toronto		ON	CA		43.75932	-79.56308	(226) 555-0113	True	True	700	1800
2023 Williams Pkwy E	Brampton		ON	CA		43.7604	-79.70073	(226) 555-0131	False	True	800	2200
101 Toro Rd	Toronto		ON	CA		43.76099	-79.48418	(226) 555-0101	True	True	600	2300
411 Avenue Duluth E	Montréa		QC	CA		45.52108	-73.57577	(418) 555-0102	False	False	700	1800
901 Rue Rachel E	Montréa		QC	CA		45.52453	-73.57577	(418) 555-0154	True	True	700	1800
1237 Finch Ave W	Toronto		ON	CA		43.76437	-79.48635	(226) 555-0135	False	False	700	1800
4370 Steeles Ave W	Vaughan		ON	CA		43.76691	-79.56358	(226) 555-0155	True	True	730	2330
1111 Barmac Dr	Toronto		ON	CA		43.7679	-79.55484	(226) 555-0137	True	True	700	1800
4120 Steeles Ave W	Vaughan		ON	CA		43.76844	-79.55614	(226) 555-0146	False	False	700	1800
255 Morningside Ave	Toronto		ON	CA		43.76877	-79.18641	(226) 555-0168	False	True	800	2200
4040 Steeles Ave W	Vaughan		ON	CA		43.76899	-79.55341	(226) 555-0103	False	False	700	1800
3700 Steeles Ave W	Vaughan		ON	CA		43.77142	-79.54153	(226) 555-0138	False	False	700	1800
418 Hanlan Rd	Vaughan		ON	CA		43.77146	-79.55325	(226) 555-0132	False	True	800	2200
5304 Yonge St	Toronto		ON	CA		43.77263	-79.41359	(226) 555-0121	False	True	800	2200
4377 Steeles Ave W	Toronto		ON	CA		43.77326	-79.53123	(226) 555-0132	True	True	700	1800
3850 Steeles Ave W	Toronto		ON	CA		43.77597	-79.5183	(226) 555-0159	False	False	700	1800
3335 Sheppard Ave E	Toronto		ON	CA		43.77822	-79.30953	(226) 555-0189	False	True	800	2200
100 Consilium Pl	Toronto		ON	CA		43.77949	-79.25103	(226) 555-0142	False	True	600	2300
830 Rowntree Dairy Rd	Vaughan		ON	CA		43.7797	-79.56978	(226) 555-0190	False	False	700	1800
5700 Yonge St	Toronto		ON	CA		43.78026	-79.41554	(226) 555-0188	False	True	800	2200
5649 Yonge St	Toronto		ON	CA		43.78065	-79.41589	(226) 555-0190	False	True	700	1800
5650 Yonge St	Toronto		ON	CA		43.78119	-79.41576	(226) 555-0170	False	False	700	1800
864 Alness St	Toronto		ON	CA		43.78184	-79.47767	(226) 555-0144	False	True	800	2200
2180 Steeles Ave W	Vaughan		ON	CA		43.78204	-79.49299	(226) 555-0160	True	True	900	2400
25 Benjamin Dr	Vaughan		ON	CA		43.78319	-79.5808	(226) 555-0200	False	True	800	2200
140 Woodbridge Ave	Vaughan		ON	CA		43.78492	-79.59302	(226) 555-0180	True	True	700	1800
200 Whitmore Rd	Vaughan		ON	CA		43.78721	-79.55591	(226) 555-0129	True	True	700	1800
1500 Steeles Ave W	Vaughan		ON	CA		43.78748	-79.46964	(226) 555-0198	False	False	900	2400
344 Edgeley Blvd	Vaughan		ON	CA		43.79839	-79.53325	(226) 555-0193	True	True	1000	2000
200 Edgeley Blvd	Vaughan		ON	CA		43.80152	-79.53448	(226) 555-0136	True	True	700	1800
